day,count, ratio,seratio,length,selength
1001,363,0.0143478,0.000747644,29.0799,1.08813
1008,330,0.0138702,0.000758216,28.8909,1.08269
1015,246,0.0144979,0.000917626,26.3374,1.14993
1022,165,0.0138982,0.00107443,23.9758,1.22301
1029,98,0.0136073,0.00136516,21.2959,1.57336
1036,88,0.0149077,0.00157727,22.7159,1.21808
1043,52,0.010671,0.00147189,18.2692,1.43964
1050,45,0.0105932,0.00157076,16.6,1.30692
1057,51,0.0100631,0.00140201,13,0.85108
1064,51,0.00867494,0.00120945,10.6275,0.835101
1071,36,0.00598802,0.000995011,10.3333,0.759711
1078,25,0.00489812,0.000977222,7.64,0.773315
1085,9,0.00291451,0.000970086,6.88889,0.507826
1092,0,0,0,,,
1099,0,0,0,,,
1106,0,0,0,,,
1113,0,0,0,,,
1120,0,0,0,,,
1127,0,0,0,,,
1134,0,0,0,,,
1141,0,0,0,,,
1148,0,0,0,,,
1155,0,0,0,,,
1162,0,,,,,
1169,0,,,,,
1176,0,,,,,
1183,0,,,,,
1190,0,,,,,
1197,0,,,,,
1204,0,,,,,
1211,0,,,,,
1218,0,,,,,
1225,0,,,,,
1232,0,,,,,
1239,0,,,,,
1246,0,,,,,
1253,0,,,,,
1260,0,,,,,
1267,0,,,,,
1274,0,,,,,
1281,0,,,,,
1288,0,,,,,
1295,0,,,,,
1302,0,,,,,
1309,0,,,,,
1316,0,,,,,
1323,0,,,,,
1330,0,,,,,
1337,0,,,,,
1344,0,,,,,
1351,0,,,,,
1358,0,,,,,
1365,0,,,,,
1372,0,,,,,
1379,0,,,,,
1386,0,,,,,
1393,0,,,,,
