../../convertool/bin/convertool ../../data/data_20230629.csv rinput.csv iO-icb 2022-06-30 2022-12-31 0 333 10 
version 2.0
Usage convertool input output whattodo(DVRW) firstdate(rrrr-mm-dd) lastdate(rrrr-mm-dd) [minage maxage everyn]
D=i-infection/x-covidproxy/h-hospitalization/l-longcovid
V=!-all variants/O-all Omicrons/E-O+Delta/x-variant x
R=-variants... --not discerned in InfPrior/a all discerned/g general discerned
W=i-intervals uded for variant determination/--not used

infections
All Omicrons as outcomes
Variants not discerned in InfPrior
Using intervals of dominance
Checking immunity covariates for zeros
Discerning BA45 booster
Input ../../data/data_20230629.csv
Number of InfPrior covariates: 10
Number of VaccStatusFull covariates: 10
Number of VaccStatusBoost covariates: 9
Number of VaccStatusSecBoost covariates: 9
Output rinput.csv
Date range 2022-06-30 - 2022-12-31

Only every 10th record.
Writing to temporary_full.csv
Importing from input, total 9036943 records.
Processing records from input, excluding inconsistent records:
846440 individuals taken from the UZIS database
Omitting adding CZSO records.
Total 863842 unique records, after errors and censorint: 846440.
Not having particular shot: 0, 0, 0, 0, 0, 

Variants of infection found during study period

variant,infections,outcomes,discerned_in_condition,taken_as_outcome
NA,72135,72135,0,0
Delta,80746,80746,0,0
BA12,108891,108891,0,1
BA45,24461,24461,0,1
Omicron,24607,24607,0,1
Alpha,66201,66201,0,0
Beta,0,0,0,0
Early,76272,76272,0,0
2023,10383,10383,0,1

Untracked variants (joinded into NA)
JIN
(empty)

Mode infections
Age filter: 0-333

infprior,N,events
inf_NA_245-305,350727,2015
inf_NA_306-366,257302,825
inf_NA_367-427,91906,160
inf_NA_428-488,55223,190
inf_NA_123-183,255863,767
inf_NA_184-244,347958,2100
inf_NA_550+,385571,3756
_uninfected,1802466,25090
inf_NA_489-549,125011,880
inf_NA_001-061,65148,0
inf_NA_062-122,101033,73

vaccstatus,N,events
_unvaccinated,562073,9120
boost_123-183,237746,1181
boost_184-244,473498,5695
boost_245-305,463688,7299
boost_306-366,402293,2948
secboost_001-061,85936,588
secboost_062-122,54588,245
secboost_123-183,13526,39
boost_367-427,165814,399
full_428-488,233318,1433
full_489-549,154702,492
full_550+,29484,138
full_306-366,283421,1630
full_367-427,283783,2319
boost_062-122,45511,181
full_184-244,94662,714
full_245-305,151062,968
full_123-183,37889,154
boost_001-061,28698,82
boost_428-488,6067,11
full_062-122,7842,18
partial_062+,17232,192
full_001-061,3735,6
partial_001-061,1640,4

immunity,N,events
inf_245-305,112586,956
inf_306-366,100206,367
inf_367-427,48362,80
inf_428-488,18645,66
inf_123-183,71276,385
inf_184-244,109588,1015
hybridboost_123-183,152161,435
hybridboost_184-244,172112,1248
hybridboost_245-305,134039,1181
hybridboost_306-366,79676,360
boost_184-244,299832,4607
boost_245-305,293463,5992
secboost_001-061,32196,384
secboost_062-122,28396,209
secboost_123-183,10412,34
boost_306-366,254811,2437
boost_367-427,112652,330
hybridfull_123-183,107236,244
hybridfull_184-244,160478,831
hybridfull_245-305,170404,894
hybridfull_306-366,141927,651
